,source,actual,dr,total_len,keywords,textonly_len,numonly_len,tt_ratio,nt_ratio,height,width,channels,area,ta_ratio,na_ratio,white_pix,black_pix,wb_ratio,bw_ratio
50,ChartExtraction_Output/filter_1_wrong/page7_a_9.png,WRONG,13,23,2,21,3,0.9565217391304348,0.13043478260869565,407,490,3,199430,11.031439602868174,1.5042872185729328,10750,188680,0.0569747721009116,17.551627906976744
51,ChartExtraction_Output/filter_1_wrong/page41_0_19.png,WRONG,1,2,0,2,0,1.0,0.0,1248,108,3,134784,1.4838556505223173,0.0,803,133981,0.00599338712205462,166.8505603985056
52,ChartExtraction_Output/filter_1_wrong/page36_0_30.png,WRONG,2,10,0,9,0,1.0,0.1,261,1020,3,266220,3.7562917887461498,0.375629178874615,2261,263959,0.008565724222322406,116.74436090225564
53,ChartExtraction_Output/filter_1_wrong/page70_0_11.png,WRONG,18,141,3,83,0,1.0,0.0,1010,1404,3,1418040,9.943302022509943,0.0,100812,1317228,0.07653344751250353,13.066182597309844
54,ChartExtraction_Output/filter_1_wrong/page23_b_2.png,WRONG,56,0,0,0,0,0.0,0.0,1379,1506,3,2076774,0.0,0.0,459823,1616951,0.28437658284017264,3.516463943734872
55,ChartExtraction_Output/filter_1_wrong/page52_a_91.png,WRONG,4,8,0,7,1,0.875,0.375,191,1130,3,215830,3.243293332715563,1.3899828568780985,3551,212279,0.01672798534004777,59.78006195437905
56,ChartExtraction_Output/filter_1_wrong/page4_0_33.png,WRONG,29,77,0,59,2,0.974025974025974,0.05194805194805195,223,810,3,180630,41.521341969772465,2.214471571721198,20910,159720,0.13091660405709993,7.6384505021520805
57,ChartExtraction_Output/filter_1_wrong/page6_0_3.png,WRONG,14,53,0,32,0,1.0,0.0,343,733,3,251419,21.080347945063817,0.0,14031,237388,0.05910576777259171,16.918822607084312
58,ChartExtraction_Output/filter_1_wrong/page3_a_1.png,WRONG,11,3,0,3,0,1.0,0.0,235,1138,3,267430,1.1217888793329096,0.0,12155,255275,0.047615316815199295,21.00164541341012
59,ChartExtraction_Output/filter_1_wrong/page22_0_59.png,WRONG,28,238,1,143,14,0.9621848739495799,0.09243697478991597,357,1536,3,548352,41.76149626517273,4.01202147525677,61518,486834,0.12636340107716387,7.913683799863454
60,ChartExtraction_Output/filter_1_wrong/page85_0_1.png,WRONG,4,8,0,8,0,1.0,0.0,223,1173,3,261579,3.0583494852415525,0.0,4830,256749,0.018812147272238646,53.15714285714286
61,ChartExtraction_Output/filter_1_wrong/page47_0_2.png,WRONG,20,47,6,16,7,0.8936170212765957,0.2127659574468085,272,1455,3,395760,10.612492419648271,2.5267839094400646,32079,363681,0.08820642266161828,11.337042925278219
62,ChartExtraction_Output/filter_1_wrong/page57_0_23.png,WRONG,17,100,5,34,31,0.7,0.35,516,1504,3,776064,9.019874649513442,4.509937324756721,52208,723856,0.0721248425101125,13.864848299111248
63,ChartExtraction_Output/filter_1_wrong/page24_0_16.png,WRONG,21,59,0,49,0,1.0,0.05084745762711865,280,816,3,228480,25.82282913165266,1.3130252100840336,19688,208792,0.09429480056707154,10.60503860219423
64,ChartExtraction_Output/filter_1_wrong/page56_0_21.png,WRONG,0,9,3,9,0,1.0,0.1111111111111111,554,1106,3,612724,1.4688505754630143,0.16320561949589046,1843,610881,0.0030169542022095955,331.4601193705914
65,ChartExtraction_Output/filter_1_wrong/page13_0_47.png,WRONG,0,1,0,0,1,0.0,1.0,199,838,3,166762,0.0,0.5996569961981747,121,166641,0.0007261118212204679,1377.198347107438
66,ChartExtraction_Output/filter_1_wrong/page51_0_50.png,WRONG,5,10,0,8,2,0.8,0.2,195,1089,3,212355,3.767276494549222,0.9418191236373055,4237,208118,0.020358642693087577,49.11918810479113
67,ChartExtraction_Output/filter_1_wrong/page9_a_19 2.png,WRONG,28,47,0,35,0,1.0,0.02127659574468085,194,748,3,145112,32.38877556645901,0.6891228843927449,16046,129066,0.12432398927680412,8.043499937679172
68,ChartExtraction_Output/filter_1_wrong/page70_0_7.png,WRONG,25,136,0,87,3,0.9852941176470589,0.03676470588235294,508,1528,3,776224,17.263058086325596,0.644143958444985,79057,697167,0.11339750734042202,8.818535993017695
69,ChartExtraction_Output/filter_1_wrong/page23_a_20.png,WRONG,52,46,2,34,4,0.9130434782608695,0.08695652173913043,515,1506,3,775590,5.415232274784358,0.5157364071223198,158407,617183,0.2566613143913556,3.8961851433333123
70,ChartExtraction_Output/filter_1_wrong/page11_b_16.png,WRONG,16,23,1,10,8,0.6956521739130435,0.43478260869565216,399,1528,3,609672,2.6243619520004198,1.6402262200002626,39024,570648,0.06838541447617445,14.6230012300123
71,ChartExtraction_Output/filter_1_wrong/page45_0_39.png,WRONG,1,4,0,4,0,1.0,0.25,227,997,3,226319,1.767416787808359,0.4418541969520898,1610,224709,0.0071648220587515405,139.57080745341614
72,ChartExtraction_Output/filter_1_wrong/page9_b_2.png,WRONG,18,3,0,3,0,1.0,0.0,221,650,3,143650,2.088409328228333,0.0,10592,133058,0.07960438305100032,12.562122356495468
73,ChartExtraction_Output/filter_1_wrong/page78_0_1.png,WRONG,18,7,0,6,1,0.8571428571428571,0.14285714285714285,227,1300,3,295100,2.0332090816672315,0.3388681802778719,21669,273431,0.07924851242178099,12.618533388711985
74,ChartExtraction_Output/filter_1_wrong/page15_b_20.png,WRONG,13,68,0,46,5,0.9411764705882353,0.10294117647058823,321,1516,3,486636,13.151513657024962,1.4384468062371054,25427,461209,0.05513118781290044,18.138553506115546
75,ChartExtraction_Output/filter_1_wrong/page32_0_10.png,WRONG,16,0,0,0,0,0.0,0.0,640,1148,3,734720,0.0,0.0,47908,686812,0.06975416853520323,14.336060783167738
76,ChartExtraction_Output/filter_1_wrong/page40_0_33.png,WRONG,22,55,0,45,0,1.0,0.03636363636363636,218,813,3,177234,31.032420415947282,1.128451651488992,15761,161473,0.09760764957609012,10.245098661252458
77,ChartExtraction_Output/filter_1_wrong/page116_0_14.png,WRONG,1,18,0,16,1,0.9444444444444444,0.05555555555555555,412,1357,3,559084,3.0406879824856374,0.17886399896974337,3410,555674,0.006136691657338655,162.9542521994135
78,ChartExtraction_Output/filter_1_wrong/page69_0_4.png,WRONG,4,3,0,3,0,1.0,0.0,224,1082,3,242368,1.2377871666226565,0.0,3826,238542,0.016039104224832523,62.34762153685311
79,ChartExtraction_Output/filter_1_wrong/page75_0_31.png,WRONG,2,11,0,11,0,1.0,0.0,223,1153,3,257119,4.27817469731914,0.0,2419,254700,0.009497447978013348,105.29144274493592
80,ChartExtraction_Output/filter_1_wrong/page19_0_50.png,WRONG,2,14,0,13,0,1.0,0.07142857142857142,220,1153,3,253660,5.519198927698494,0.3942284948356067,2664,250996,0.01061371495960095,94.21771771771772
81,ChartExtraction_Output/filter_1_wrong/page58_b_2.png,WRONG,20,371,1,151,37,0.8032345013477089,0.20215633423180593,1955,1417,3,2770235,10.75721012838261,2.7073515423781735,224647,2545588,0.08824955177349987,11.331502312516971
82,ChartExtraction_Output/filter_1_wrong/page91_0_19.png,WRONG,33,19,0,15,0,1.0,0.0,303,1504,3,455712,4.169299908714276,0.0,59208,396504,0.14932510138611463,6.696797730036481
83,ChartExtraction_Output/filter_1_wrong/page75_0_18.png,WRONG,40,48,0,37,2,0.9583333333333334,0.10416666666666667,354,1504,3,532416,8.63986056016348,0.9391152782786392,85239,447177,0.1906157964296017,5.246154929081758
84,ChartExtraction_Output/filter_1_wrong/page41_0_26.png,WRONG,35,66,1,18,35,0.45454545454545453,0.6515151515151515,434,753,3,326802,9.179870380230232,13.15781421166333,44941,281861,0.15944383933924877,6.271800805500545
85,ChartExtraction_Output/filter_1_wrong/page33_0_11.png,WRONG,19,68,3,55,4,0.9264705882352942,0.14705882352941177,281,1345,3,377945,16.669092063660056,2.64588762915239,28811,349134,0.08252132419071187,12.11807990003818
86,ChartExtraction_Output/filter_1_wrong/page15_b_21.png,WRONG,14,80,0,52,4,0.9625,0.05,386,1516,3,585176,13.158434385552379,0.6835550330157081,33423,551753,0.0605760186170261,16.50818298776292
87,ChartExtraction_Output/filter_1_wrong/page102_0_1.png,WRONG,17,9,0,6,3,0.6666666666666666,0.3333333333333333,228,1282,3,292296,2.0527136874948684,1.0263568437474342,20452,271844,0.07523432556907639,13.291805202425191
88,ChartExtraction_Output/filter_1_wrong/page9_b_3.png,WRONG,13,30,0,25,2,0.9333333333333333,0.1,221,855,3,188955,14.818342991717605,1.5876796062554575,9687,179268,0.05403641475333021,18.506039021368846
89,ChartExtraction_Output/filter_1_wrong/page52_a_51.png,WRONG,1,6,0,4,2,0.6666666666666666,0.3333333333333333,225,1055,3,237375,1.6850974196945763,0.8425487098472881,1820,235555,0.00772643331705971,129.42582417582418
90,ChartExtraction_Output/filter_1_wrong/page32_0_3 2.png,WRONG,19,71,1,21,28,0.6338028169014085,0.4788732394366197,318,1418,3,450924,9.979508742049658,7.540073271770853,34968,415956,0.08406658396561174,11.895332875772134
91,ChartExtraction_Output/filter_1_wrong/page34_0_4.png,WRONG,31,0,0,0,0,0.0,0.0,1280,1681,3,2151680,0.0,0.0,269096,1882584,0.14293970415131543,6.9959568332491004
92,ChartExtraction_Output/filter_1_wrong/page58_0_29.png,WRONG,1,3,0,3,0,1.0,0.3333333333333333,332,575,3,190900,1.571503404924044,0.5238344683080147,1347,189553,0.0071061919357646676,140.7223459539718
93,ChartExtraction_Output/filter_1_wrong/page3_a_2.png,WRONG,11,0,0,0,0,0.0,0.0,1785,1432,3,2556120,0.0,0.0,111105,2445015,0.04544143900957663,22.006345348994195
94,ChartExtraction_Output/filter_1_wrong/page61_0_3.png,WRONG,0,0,0,0,0,0.0,0.0,299,1635,3,488865,0.0,0.0,1536,487329,0.003151874811472332,317.271484375
95,ChartExtraction_Output/filter_1_wrong/page10_0_29.png,WRONG,15,72,0,34,10,0.8611111111111112,0.25,360,1404,3,505440,12.266540044317823,3.561253561253561,30983,474457,0.06530201893954563,15.313462221218087
96,ChartExtraction_Output/filter_1_wrong/page85_0_2.png,WRONG,19,47,1,9,29,0.23404255319148937,0.7659574468085106,387,1496,3,578952,1.8999848001215989,6.218132073125233,44190,534762,0.08263489178363459,12.10142566191446
97,ChartExtraction_Output/filter_1_wrong/page54_0_67.png,WRONG,17,53,0,39,1,0.9811320754716981,0.05660377358490566,516,509,3,262644,19.798662828772027,1.1422305478137709,18075,244569,0.07390552359456841,13.530788381742738
98,ChartExtraction_Output/filter_1_wrong/page47_0_1.png,WRONG,8,36,7,27,9,0.9722222222222222,0.25,589,1448,3,852872,4.103781106660788,1.0552579988556314,30039,822833,0.03650680028632784,27.392156862745097
99,ChartExtraction_Output/filter_1_wrong/page12_0_52.png,WRONG,14,69,2,24,28,0.5072463768115942,0.4927536231884058,348,1526,3,531048,6.590741326584414,6.402434431539144,30006,501042,0.05988719508544194,16.698060387922414
100,ChartExtraction_Output/filter_1_wrong/page35_a_2 2.png,WRONG,14,1,0,1,0,1.0,0.0,192,786,3,150912,0.662637828668363,0.0,8445,142467,0.05927688517340858,16.869982238010657
101,ChartExtraction_Output/filter_1_wrong/page27_b_9.png,WRONG,62,0,0,0,0,0.0,0.0,252,1434,3,361368,0.0,0.0,88727,272641,0.3254352793600376,3.0728076008430354
102,ChartExtraction_Output/filter_1_wrong/page9_a_15.png,WRONG,25,81,1,52,2,0.9753086419753086,0.06172839506172839,278,1010,3,280780,28.135907115891445,1.7807536149298384,27687,253093,0.10939457037531658,9.141221511900891
103,ChartExtraction_Output/filter_1_wrong/page32_0_7 2.png,WRONG,28,106,4,22,79,0.4339622641509434,0.7924528301886793,495,1333,3,659835,6.971439829654384,12.730455341108005,74248,585587,0.12679243220904834,7.8869060446072625
104,ChartExtraction_Output/filter_1_wrong/page61_0_49.png,WRONG,0,0,0,0,0,0.0,0.0,571,1635,3,933585,0.0,0.0,1536,932049,0.0016479820266960214,606.802734375
105,ChartExtraction_Output/filter_1_wrong/page56_0_18.png,WRONG,12,32,4,14,11,0.875,0.375,196,1291,3,253036,11.065619121389842,4.74240819488136,12504,240532,0.051984767099595895,19.236404350607806
106,ChartExtraction_Output/filter_1_wrong/page9_a_29.png,WRONG,15,19,0,16,2,0.8947368421052632,0.10526315789473684,249,504,3,125496,13.546248486007523,1.5936762924714731,7799,117697,0.06626337119892606,15.091293755609694
107,ChartExtraction_Output/filter_1_wrong/page14_0_2 3.png,WRONG,0,0,0,0,0,0.0,0.0,259,1537,3,398083,0.0,0.0,1420,396663,0.0035798650239624065,279.34014084507044
108,ChartExtraction_Output/filter_1_wrong/page7_0_1.png,WRONG,17,4,0,4,0,1.0,0.0,233,1464,3,341112,1.172635380754708,0.0,23297,317815,0.0733036514953668,13.641885221273125
109,ChartExtraction_Output/filter_1_wrong/page83_0_11.png,WRONG,19,43,0,24,5,0.8372093023255814,0.16279069767441862,208,1528,3,317824,11.327023761578735,2.2024768425291987,24809,293015,0.08466802040851151,11.81083477770164
110,ChartExtraction_Output/filter_1_wrong/page4_0_34.png,WRONG,23,60,3,47,1,0.9833333333333333,0.05,223,810,3,180630,32.66345568288767,1.6608536787908985,16817,163813,0.10265974006946946,9.740916929297734
111,ChartExtraction_Output/filter_1_wrong/page6_0_4.png,WRONG,28,413,1,236,1,0.9975786924939467,0.03631961259079903,904,1528,3,1381312,29.826715470509196,1.0859241069360144,155578,1225734,0.12692639675492398,7.878581804625332
112,ChartExtraction_Output/filter_1_wrong/page60_0_2.png,WRONG,26,71,1,52,0,1.0,0.028169014084507043,655,1496,3,979880,7.245785198187534,0.20410662530105728,102091,877789,0.11630471559793983,8.59810365262364
113,ChartExtraction_Output/filter_1_wrong/page70_0_2.png,WRONG,47,0,0,0,0,0.0,0.0,536,1206,3,646416,0.0,0.0,121191,525225,0.23074111095244895,4.333861425353367
114,ChartExtraction_Output/filter_1_wrong/page20_0_25.png,WRONG,14,0,0,0,0,0.0,0.0,574,201,3,115374,0.0,0.0,6760,108614,0.062238753751818365,16.067159763313608
115,ChartExtraction_Output/filter_1_wrong/page12_0_2.png,WRONG,4,2,1,1,1,1.0,0.5,259,624,3,161616,1.2375012375012375,0.6187506187506188,2622,158994,0.016491188346730065,60.63844393592677
116,ChartExtraction_Output/filter_1_wrong/page102_0_5.png,WRONG,16,91,4,14,64,0.6043956043956044,0.8021978021978022,705,1496,3,1054680,5.214851898206091,6.921530701255357,67903,986777,0.06881291315059025,14.532156163939737
117,ChartExtraction_Output/filter_1_wrong/page3_b_47.png,WRONG,8,4,0,4,1,1.0,0.25,189,1007,3,190323,2.1016902844112377,0.5254225711028094,6395,183928,0.03476904005915358,28.761219702892884
118,ChartExtraction_Output/filter_1_wrong/page40_0_22.png,WRONG,23,275,8,166,4,0.9854545454545455,0.04363636363636364,975,1404,3,1368900,19.79691723281467,0.8766162612316458,127296,1241604,0.10252544289483603,9.753676470588236
119,ChartExtraction_Output/filter_1_wrong/page15_b_19.png,WRONG,18,48,0,33,5,0.9166666666666666,0.14583333333333334,197,1516,3,298652,14.73286634611521,2.3438651005183293,21572,277080,0.07785477118521726,12.844427962173187
120,ChartExtraction_Output/filter_1_wrong/page11_a_95.png,WRONG,2,6,0,6,0,1.0,0.0,301,489,3,147189,4.0763915781749995,0.0,1697,145492,0.011663871553075083,85.7348261638185
121,ChartExtraction_Output/filter_1_wrong/page33_0_15.png,WRONG,23,3,0,2,1,0.6666666666666666,0.3333333333333333,381,1168,3,445008,0.4494301226045374,0.2247150613022687,40364,404644,0.09975188066547384,10.024873649786938
122,ChartExtraction_Output/filter_1_wrong/page48_b_6.png,WRONG,11,0,0,0,0,0.0,0.0,271,389,3,105419,0.0,0.0,4612,100807,0.04575079111569633,21.857545533391153
123,ChartExtraction_Output/filter_1_wrong/page135_0_2.png,WRONG,15,313,0,139,46,0.7667731629392971,0.34824281150159747,1718,1497,3,2571846,9.33181846813534,4.238200887611467,160868,2410978,0.06672313061338593,14.98730636298083
124,ChartExtraction_Output/filter_1_wrong/page91_0_20.png,WRONG,10,24,0,14,0,1.0,0.0,371,1504,3,557984,4.301198600676722,0.0,23905,534079,0.04475929590940666,22.341727672035137
125,ChartExtraction_Output/filter_1_wrong/page12_a_38.png,WRONG,24,258,0,164,6,0.9767441860465116,0.050387596899224806,676,1509,3,1020084,24.70384791840672,1.27440485293368,98407,921677,0.10676950818996243,9.365969900515207
126,ChartExtraction_Output/filter_1_wrong/page3_0_8.png,WRONG,25,768,3,302,42,0.96875,0.140625,1653,1536,3,2539008,29.302782819116757,4.2536297640653356,252865,2286143,0.11060769164483586,9.040962568959722
127,ChartExtraction_Output/filter_1_wrong/page11_b_12.png,WRONG,14,23,1,12,11,0.6956521739130435,0.4782608695652174,276,1509,3,416484,3.8416841943508033,2.6411578836161773,23812,392672,0.06064094205851194,16.490508987065347
